TEXT,RESULT
"Sejak itu, tidak ada lagi laporan mengenai kejadian serupa berlaku di dalam negara.",Neutral
Pengiktirafan Amerika Syarikat adalah bukti bahawa kita berada di landasan yang betul,Positive
"Malaysia telah mengemukakan permohonan berkenaan sejak dua tahun dahulu melalui Wisma Putra kepada Kementerian Luar Thailand...sehingga hari ini, kita masih menunggu jawapan daripada negara berkenaan",Neutral
"Sebanyak RM90 juta pula diperuntukkan untuk Program MyBrain bagi memanfaatkan 10,600 pelajar melanjutkan pelajaran di peringkat sarjana dan kedoktoran",Positive
"Saya harap peluang biasiswa ini tidak dipersia-siakan oleh anak-anak kita, rebutlah peluang ini untuk melakar masa depan dan jadikanlah ia sebagai satu platform untuk menyumbang kembali kepada negara pada masa hadapan",Positive
"Dengan usaha gigih dan bantuan kerajaan, seorang anak peneroka Felda, nelayan atau petani kini mampu berjaya sebagai seorang profesional seperti jurutera, akauntan, doktor atau peguam",Positive
"Kita telah keluarkan subsidi berjumlah RM26 bilion secara bersasar termasuklah Bantuan Rakyat 1Malaysia (BR1M) dan bantuan kepada nelayan, petani serta pesawah.",Positive
"Memang dalam proses penukaran kepada sistem yang lebih cekap, akan ada pihak-pihak yang terjejas terutama mereka yang berpendapatan rendah. ",Negative
Jadi di sini kerajaan datang tolong...itu sistem kita,Positive
Memang betul harga naik…,Negative
"Masa pertama kali kita laksanakan sistem GST ini, harga naik sebab peniaga yang tak pernah bayar cukai sebelum ini dah kena bayar untuk pertama kali, terpaksa naikkan harga barang untuk cover kenaikan kos.",Negative
"Lama-kelamaan bila kita berikan masa sedikit, mereka akan compete sesama mereka. ",Positive
Mereka tak boleh terus-menerus naikkan harga barang sebab pengguna lebih bijak memilih barangan,Positive
Ada anasir luar yang intai kita tapi apa penting ialah kita jaga rumah tangga kita.,Negative
Tiada apa yang boleh menidakkan kita kalau kita bersatu.,Positive
"Sama juga dengan politik, 'jangan menang sorak, tapi kampung tergadai",Neutral
"Australia mempunyai kepakaran bertaraf dunia untuk dikongsi  dalam bidang seperti infrastruktur hijau, tenaga boleh diperbaharui dan analisis data.",Positive
Kami mahu bekerjasama dengan Asean ke arah rantau yang lebih stabil dan makmur,Positive
"Apabila bandar raya berkembang, begitu juga kemakmuran, perdagangan dan pertumbuhan ekonomi.",Positive
"Bagi memanfaatkan peluang ini, bandar raya memerlukan penyelesaian inovatif, perancangan pintar dan tadbir urus yang baik",Positive
"Pelajar kita, komuniti kita, institusi pendidikan, kebudayaan dan sukan kita juga saling terlibat dan belajar daripada satu sama lain bagi manfaat bersama",Positive
Kita ada agenda yang penuh namun ia turut menjadi peluang untuk memperluas kepentingan bersama kita,Positive
Kita dah rancang sebelum daripada ini.,Positive
Jadi orang tak boleh tuduh benda ni bermusim.,Positive
"Sebab itu saya berani turun ke kem- kem sekarang ini, untuk menjanjikan kepada anggota tentera bahawa agenda ini tak bermusim, tapi kita perlukan mandat utuk merealisasikannya",Positive
"Jika mereka yakin dengan agenda yang saya bentangkan ini, saya harap mereka akan bersama kita untuk pastikan ia jadi kenyataan",Positive
"Sebelum ini, kalau saya bawa pelancong di warungwarung, kedai makan atau tepi sungai, pasti penduduk akan jauhkan diri. ",Negative
Tapi sekarang saya nampak mereka yang kini menegur pelancong dahulu.,Positive
Mereka dah berani gunakan Bahasa Inggeris.,Positive
"Walaupun tak lancar, tapi yang penting kita nak pendedahan itu ada.",Positive
Saya juga nampak kepentingan penggunaan Bahasa Inggeris apabila kita menerima pelancong di Felda ini,Positive
Kita pun sudah anjurkan kursus asas pelancongan kepada belia-belia di sini.,Positive
"Selepas ini, diharap anak anak belia kita lebih berani dan tak malu untuk bercakap dalam Bahasa Inggeris.",Positive
Saya juga suka melihat bagaimana penduduk di sini bersatu padu melakukan sesuatu perkara.,Positive
Saya seronok di sini kerana kedatangan saya sangat dialualukan penduduk.,Positive
"Dua kali saya jadi menteri penerangan, Datuk Seri Salleh Said Keruak dapat sekali, Datuk Seri Mohamed Nazri Abdul Aziz tak pernah jadi dan beliau jadi menteri pelancongan dan kebudayaan",Neutral
Saya harap adinda Nazri dan adinda Salleh dapat melihat semula sejarah dan saya merasakan ayahanda mereka berdua itu sahabat saya.,Positive
"Memang Timbalan Perdana Menteri ketika itu, Tun Abdul Ghafar Baba mencadangkan Jasa ini dan kami menyokong penubuhannya di bawah Kementerian Penerangan.",Neutral
"Saya boleh berhenti bila-bila masa sebab jawatan ini dikuasai oleh perdana menteri, namun lima tahun ini saya dah buat kerja saya.",Positive
Saya fikir tak elok bagi seorang pegawai tinggi dalam Jasa mencadangkan seorang bertaraf menteri supaya letak jawatan.,Negative
Rekod saya tidak lah seburuk mana rasanya tapi biar perdana menteri tentukan,Neutral
Apakah kerja Jasa.,Neutral
"Bantu tegakkan kebenaran dan beri penerangan baik jika perkara itu salah, maka cari jalan bagaimana nak memperbaikinya",Positive
Sudah lama saya bangkitkan hal berkaitan 1MDB dan saya juga antara terawal bangkitkan isu ini dengan Abdul Ghani Patail dan Mohamed Apandi tetapi saya tidak maklumkan kepada dunia.,Positive
Pada 2010 dan 2011 isu berkaitan 1MDB ini mula diperkatakan. ,Neutral
Pada tahun 2013 saya bertemu beberapa kali dengan pegawai tertinggi perundangan negara tetapi ia adalah sulit serta persendirian. ,Neutral
Bila berganti peguam negara pun saya bangkitkan balik perkara ini,Neutral
Saya dapati ada benda tak kena dan periuk nasi saya adalah dalam perundangan. ,Negative
Saya tak boleh lari kerana undang-undang tidak dihormati. ,Negative
" Ambil Rukun Negara, Ambil Perlembagaan Persekutuan dan akta begitu juga jawapannya.",Neutral
"Sebenarnya saya tidak ada niat lain tapi saya bangkitkan dari segi keluhuran undang-undang sahaja,",Positive
"Saya nak maklumkan, berhubung perkara ini bukan saya gunakan media sosial untuk bangkitkan dan cari jawapan kerana saya secara peribadi ada menghubungi Perdana Menteri, Datuk Seri Najib Tun Razak mengenai hal ini. ",Neutral
Saya berhubung secara peribadi dengan Najib lebih kerap daripada apa yang disangkakan.,Neutral
"Soalan berkaitan Jho Low saya kemukakan sendiri kepada Najib dan Timbalan Perdana Menteri, Datuk Seri Ahmad Zahid Hamidi secara peribadi.",Neutral
Ahmad Zahid  kata akan kemukakan kepada perdana menteri tapi tak tahu apa berlaku. ,Neutral
Soalan saya kemukakan kepada Najib tapi dia tak jawab,Positive
Tidak ada maknanya kita bertindak selepas sesuatu kejadian berlaku. ,Negative
Ini model yang kita guna pakai di Malaysia dan (ia) sangat berkesan,Positive
"Ini kita telah buktikan...bila ada kuasa undang-undang yang boleh dikenakan kepada mana-mana individu yang kemungkinan besar lakukan jenayah seperti keganasan, maka, tindakan itu sangat berkesan.",Positive
"Setakat  ini, Alhamdulillah,  tak ada  seorang pun yang terkorban  dalam  kejadian keganasan di Malaysia. ",Positive
"Kita sebagai kerajaan beriltizam untuk pastikan keadaan ini akan berterusan,",Positive
"Kita telah jadikan Malaysia selamat untuk rakyat Malaysia dan rakyat asing, dan saya katakan (begitu) sebab kita ada kuasa perundangan tertentu",Positive
Usaha kita dalam aspek ini adalah ‘the new battleground’ yang perlu kita beri tumpuan lebih,Positive
Satu daripadanya ialah projek Lebuhraya Pan Borneo di Sarawak (dan Sabah)... ekonomi  negara juga semakin baik apabila berkembang sehingga 5.9 peratus seperti diumumkan  oleh Bank Negara Malaysia dan kalau ikut penarafan dari segi ekonomi ia semakin bertambah baik berbanding dahulu,Positive
Saya telah baca laporan tersebut dan sah memang berlaku kecuaian di pihak kontraktor pembersihan dan pengurusan sekolah.,Neutral
Kes ini melibatkan polis tetapi tindakan dalaman dari pihak kita terhadap pengurusan sekolah telah diambil,Neutral
"Kewujudan tanah rancangan ini bukan sahaja dapat membasmi kemiskinan penduduk, malah berjaya menyekat kemaraan komunis pada masa itu.",Positive
Kawasan ini digelar kawasan hitam dan merupakan laluan komunis.,Neutral
"Kalau bercerita tentang di awal pembukaan rancangan ini, memang dulu banyak masalah masa mula-mula masuk sini.",Negative
"Kecurian, penyeludupan memang berlaku dan dilakukan penjenayah dari negara jiran, sampaikan kalau buat kerja kat ladang, kami tak boleh tinggal barang, kalau tak habis hilang.",Negative
"api alhamdulillah, sekarang semua kejadian itu dah tak berlaku, kita ada kawalan keselamatan daripada Pasukan Gerakan Am (PGA) selama 24 jam",Positive
"Kalau dulu masa mula-mula masuk Felda, kami diberi RM200 sebulan untuk pinjaman pendahuluan sara hidup sementara peneroka nak tunggu hasil.",Positive
"Tapi sekarang setelah pokok ditebang dan ditanam semula, setiap peneroka dibayar RM1,300 sebulan pinjaman sara hidup.",Positive
"Memang beza sangat dulu dan sekarang, banyak bantuan dihulurkan kepada peneroka",Positive
"Masa itu, kerajaan tak bina lagi tembok sempadan, jadi banyak jenayah berlaku, tetapi mulai 1990 semua ini berakhir apabila tembok sempadan dibina.",Positive
"Secara tidak langsung, aktiviti penyeludupan dan keganasan berjaya disekat dan keselamatan penduduk juga lebih terjamin",Positive
"Selain kemudahan ini, kami juga tidak lupa jasa kerajaan negeri yang berusaha mendapatkan geran hak milik kepada peneroka.",Positive
"Dari dulu sampai la, lot ladang dan juga rumah peneroka belum lagi menjadi hak milik kami.",Negative
"Pemimpin Umno yang waras tidak mungkin akan menyokong Jho Low, apa lagi menyayangi penyangak itu.",Negative
Malah mereka mahu melihat Jho Low diambil tindakan sekiranya benar penglibatan beliau mencuri duit 1MDB mengikut undang-undang negara,Positive
Sepatutnya kalau hendak bagi kenyataan biarlah senada dan seirama. ,Positive
Bukan bercanggah dan menentang arus sehingga pandangan tersebut menimbulkan syak wasangka rakyat kepada pimpinan,Negative
"Oleh itu, Pasukan Respons MH370 ingin menyatakan laporan tersebut tidak berasas",Negative
Kami berpendapat laporan seperti itu tidak beretika dan perasaan keluarga serta orang tersayang dalam penerbangan MH370 itu perlu dihormati,Negative
"Sebaik sahaja usul itu diluluskan di Dewan Rakyat dan mendapat persetujuan Yang di-Pertuan Agong untuk diwartakan, ia akan menjadi usul dan tidak perlu dibawa ke Dewan Negara",Neutral
"Sejak Perda ditubuhkan pada 1983, berapa banyakkah tanah dan aset Bumiputera dijual oleh Perda?",Neutral
Boleh tunjuk di manakah aset Perda?,Neutral
Sebarang statistik untuk menunjukkan aset Bumiputera di Pulau Pinang oleh Perda?,Neutral
Ini soalan-soalan yang Farid harus jawab.,Neutral
"Jangan hanya bersandiwara dan main-mainkan seolah-olah Bumiputera di Pulau Pinang terus terpinggir, sedangkan agensi bertanggungjawab dipimpin pemimpin Umno.",Negative
"Sebab itulah kami fokus kepada pembangunan rumah mampu milik dan rumah rakyat untuk Pulau Pinang, tanpa mengira daerah",Positive
"Kalau Proton tidak dibantu atau diselamatkan, bermakna bukan 10,000 pekerja yang bekerja secara langsung hilang pekerjaan, tetapi 50,000 pekerja yang terlibat secara tidak langsung akan hilang pekerjaan.",Negative
"Jadi, itu masalah dihadapi negara, maka kerajaan berpendapat lebih baik kerajaan hulurkan bantuan daripada lihat 50,000 ‘inderect’ dan 10,000 ‘direct’ pekerja hilang pekerjaan,",Positive
"Geely merupakan pilihan baik, bukan sahaja beli Volvo, baru-baru ini Geely beli Daimler.",Positive
Geely merupakan sebuah syarikat yang mempunyai kepentingan terbesar dalam Daimler.,Positive
Maknanya Geely merupakan syarikat yang begitu ternama dan itu sebabnya Proton memilih Geely sebagai rakan kongsi dan kita rasa ia pilihan tepat,Positive
"Saya sudah bertemu dengan pengurusan Proton dan ‘dealer’, ini ada isu komunikasi dan sedang ditangani oleh Proton dan kerajaan juga sedang cari jalan untuk bantu mereka, transformasi daripada 1S ke 3S.",Positive
Kita minta kerjasama kerajaan Selangor agar percepatkan pengambilan tanah seperti negeri lain. ,Positive
"Saya bimbang kalau perkara ini dilambatkan, ia jejaskan masa pembinaan ECRL seperti yang kita janjikan.",Negative
"Projek ini dalam proses pembinaan, amatlah penting kerjasama dari Selangor,",Neutral
"Pada dasarnya, penubuhan NTSB ini sudah dipersetujui Kabinet tahun lalu dan sekarang ini kementerian sedang menjalankan sesi libat urus dan perundingan untuk menubuhkan NTSB ini dengan jabatan dan kementerian yang terlibat dengan aspek kemalangan pengangkutan.",Positive
"Proses libat urus dan perundangan ini amat penting bagi memastikan bidang kuasa NTSB merangkumi aspek siasatan kemalangan meliputi semua mod pengangkutan darat, rel, maritim dan udara",Neutral
"Dari segi tempoh, bergantung kepada kuasa SPR. Bagi SPR, kita perlu lihat banyak aspek.",Neutral
"Perlu lihat kalendar, PRU jatuh pada bulan apa… adakah bulan puasa atau hari raya?",Neutral
Ini semua kita perlu ambil kira.,Neutral
"Kalau tanya saya, saya setuju sahaja, (tempoh kempen) panjang tidak apa, pendek pun tidak apa tetapi kita mengharapkan ada etika dalam berkempen",Positive
"Imej yang dihantar ke ATSB oleh McMahon diambil pada 6 November 2009, lebih 4 tahun sebelum pesawat itu hilang",Neutral
Dakwaan palsu seperti ini pasti menyedihkan keluarga dan rakan mereka yang hilang dalam pesawat Malaysia Airlines penerbangan MH370,Negative
"Sehubungan itu, JPN sudah mengemukakan permohonan pengesahan status kewarganegaraan subjek dengan negara berkenaan dan akan menjalankan tindakan selanjutnya mengikut perundangan dan prosedur berkuat kuasa sebaik sahaja bukti diperoleh",Positive
"Sejak bila dia jadi pegawai khas menteri saya juga tidak tahu, sebabnya dalam rekod kita tidak ada rekod dia sebagai pegawai khas menteri.",Neutral
"Mungkin dia jadi salah seorang pegawai lain di dalam KDN, tetapi dia bukan pegawai khas kepada menteri",Neutral
"Sebuah syarikat milik pegawai khas menteri diberikan kontrak swasta untuk proses kelulusan pekerja asing, bukan sahaja 1 negara, tapi 15 buah negara.",Neutral
"Kita hendak tahu, adakah syarikat ini mendapat kontrak melalui tender terbuka dan ke-2, bagaimana pegawai khas menteri dalam negeri dapat kontrak swasta.",Neutral
"Kontrak ini telah diluluskan kepada 3 syarikat, bukan satu sahaja dan proses diikuti di bahagian perolehan KDN.",Neutral
Buka kepada 3 syarikat dan diluluskan kontrak itu.,Neutral
Ikut prosedur.,Positive
"Proses perolehan itu dilakukan secara telus, kalau kata ia tidak ikut proses, maka itu salah",Positive
"Ia sekali gus berupaya menjauhkan unsur sabotaj yang biasa terjadi sebelum ini apabila mereka yang berpengaruh tidak dicalonkan, mempengaruhi jentera parti untuk tidak melaksanakan tugas dalam kempen pilihan raya yang sedang berlangsung",Negative
"Kajian ini dilakukan secara dinamik, ertinya ia bukan kajian rambang.",Positive
"Jika di sesuatu kawasan DUN atau Parlimen tidak ada calon yang boleh diterima masyarakat, kami lakukan pilihan ke-2",Neutral
"Jika saya masih diperlukan pengundi Bagan Datuk, saya akan berhenti sebelum usia 93 tahun",Neutral
"Tuduhan sebegini menyebabkan terjadinya buruk sangka dalam kalangan netizen, lantas menjejaskan reputasi dan integriti anak guam saya",Negative
"Kalau projek ini berjalan, peneroka Felda tak payah masuk kebun lagi, harga sawit baru RM500 1 tan, murah.",Positive
Lebih baik peneroka bagi makan ikan sahaja,Positive
PAS sahkan akan letak calon di Ayer Hitam,Neutral
Peluang kita ada.,Positive
Kita masih berharap ‘untung sabut timbul’ dan kita mampu raih kemenangan,Positive
Lagipun ini negara demokratik dan sesiapa pun boleh bertanding jika mereka mahu,Positive
Kita akan umum calon kemudian,Neutral
Gabungan ini menjadi satu medium baharu untuk kaum lain seperti India,Positive
"Saya fikir kalau kita satu masa menentang BN gunakan pelajar sekolah, kita kena konsisten.",Positive
"Jangan menentang bila BN buat, tetapi tiba-tiba kita buat ",Positive
Ini hanya menunjukkan suasana terdesak.,Negative
Kita (PAS) konsisten tidak libatkan pelajar dalam kempen pilihan raya.,Positive
"Mengikut fail cukai kita, tidak ada. ",Neutral
Nama-nama ini tidak ada kerana mereka tidak isytihar pendapatan dalam negara.,Neutral
